角色理論,報表,0.463199735,0.4625568886,0.4625689842,0.4593435593,0.2347022926,0.3059541481,0.6940458519,0.4580380868,0.233724535,0.3082373782,0.5419619132,0.6943346509,0.6931216931,0.6961107449,0.6926121372,0.3108465608,0.3056300268,0.3082282681,0.1005631004,0.1001656178,0.1004968533,0.1004306062,0.1001656178,0.09884067572,0.399337529,0.4016561775,0.5983438225,0.4235384223,0.4032049625,0.3923954373,0.4280245023,0.4765826042,0.4282057845,0.3966041561,0.4287541571,0.4364374524,0.4613453815,0.4688691233,0.4246736627,0.4303347387,0.6912,0.6605960265,0.6490384615,0.6911764706,0.7460063898,0.7039586919,0.6643478261,0.6947194719,0.6954474097,0.7452006981,0.298087739,0.2863585118,0.2736373749,0.3084632517,0.3485193622,0.3114754098,0.2864806867,0.3092324805,0.3127109111,0.3467230444,0.1030842817,0.09962064984,0.1029193469,0.1009401286,0.1032492166,0.09582714828,0.09483753917,0.09995051954,0.1050634999,0.09450766947,0.09842781222,0.09820637733,0.09953498671,0.09942426926,0.09720992028,0.1013064659,0.1031886625,0.09953498671,0.09842781222,0.1047387068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
player,總場次,勝率,角色理論,位置理論,紅方三紅,紅方梅死,紅方梅活,紅勝,藍方三紅,藍方梅死,藍方梅活,三藍,刺,娜,德,奧,派,梅,忠,刺,娜,德,奧,派,梅,忠,紅角率,藍角率,1勝,2勝,3勝,4勝,5勝,6勝,7勝,8勝,9勝,0勝,雙尾派,1-5勝,6-0勝,1紅勝,2紅勝,3紅勝,4紅勝,5紅勝,6紅勝,7紅勝,8紅勝,9紅勝,0紅勝,1藍勝,2藍勝,3藍勝,4藍勝,5藍勝,6藍勝,7藍勝,8藍勝,9藍勝,0藍勝,1紅,2紅,3紅,4紅,5紅,6紅,7紅,8紅,9紅,0紅,1藍,2藍,3藍,4藍,5藍,6藍,7藍,8藍,9藍,0藍,三紅,三藍死,三藍活,三紅,三藍死,三藍活,刺,娜,德,奧,派,梅,忠,紅勝,藍勝,總勝,刺,娜,德,奧,派,梅,忠,紅場,藍場,1紅勝,2紅勝,3紅勝,4紅勝,5紅勝,6紅勝,7紅勝,8紅勝,9紅勝,0紅勝,1藍勝,2藍勝,3藍勝,4藍勝,5藍勝,6藍勝,7藍勝,8藍勝,9藍勝,0藍勝,1紅,2紅,3紅,4紅,5紅,6紅,7紅,8紅,9紅,0紅,1藍,2藍,3藍,4藍,5藍,6藍,7藍,8藍,9藍,0藍
HAO,901.0,0.532741398446171,0.5477521248946375,0.5466680267421142,0.5389221556886228,0.25748502994011974,0.20359281437125748,0.7964071856287425,0.3844797178130511,0.23809523809523808,0.37742504409171074,0.6155202821869488,0.8333333333333334,0.8,0.7710843373493976,0.775,0.4,0.5813953488372093,0.32917705735660846,0.10654827968923418,0.08324084350721421,0.09211986681465038,0.08879023307436182,0.08879023307436182,0.09544950055493896,0.4450610432852386,0.3706992230854606,0.6293007769145395,0.47413793103448276,0.5577889447236182,0.4491525423728814,0.46124031007751937,0.47639484978540775,0.5517241379310345,0.45416666666666666,0.43010752688172044,0.5910780669144982,0.5318181818181817,0.5033112582781456,0.4810017271157168,0.5094962840627582,0.7586206896551724,0.868421052631579,0.7837837837837838,0.6944444444444444,0.96,0.7142857142857143,0.7435897435897436,0.7692307692307693,0.8918918918918919,0.8076923076923077,0.3793103448275862,0.36585365853658536,0.2962962962962963,0.3709677419354839,0.3442622950819672,0.4897959183673469,0.3148148148148148,0.29850746268656714,0.47692307692307695,0.44642857142857145,0.08682634730538923,0.11377245508982035,0.11077844311377245,0.10778443113772455,0.0748502994011976,0.08383233532934131,0.11676646706586827,0.11676646706586827,0.11077844311377245,0.07784431137724551,0.10229276895943562,0.07231040564373897,0.09523809523809523,0.10934744268077601,0.10758377425044091,0.08641975308641975,0.09523809523809523,0.11816578483245149,0.1146384479717813,0.09876543209876543,180.0,86.0,68.0,218.0,135.0,214.0,80.0,60.0,64.0,62.0,32.0,50.0,132.0,266.0,214.0,480.0,96.0,75.0,83.0,80.0,80.0,86.0,401.0,334.0,567.0,22.0,33.0,29.0,25.0,24.0,20.0,29.0,30.0,33.0,21.0,22.0,15.0,16.0,23.0,21.0,24.0,17.0,20.0,31.0,25.0,29.0,38.0,37.0,36.0,25.0,28.0,39.0,39.0,37.0,26.0,58.0,41.0,54.0,62.0,61.0,49.0,54.0,67.0,65.0,56.0
豬羊,247.0,0.5546558704453441,0.5419292860658615,0.5547777777777779,0.5283018867924528,0.24528301886792453,0.22641509433962265,0.7735849056603774,0.375886524822695,0.23404255319148937,0.3900709219858156,0.624113475177305,0.7407407407407407,0.875,0.7333333333333333,0.7058823529411765,0.45454545454545453,0.4444444444444444,0.36633663366336633,0.10931174089068826,0.12955465587044535,0.1214574898785425,0.06882591093117409,0.08906882591093117,0.0728744939271255,0.4089068825910931,0.4291497975708502,0.5708502024291497,0.5384615384615385,0.4520547945205479,0.4705882352941177,0.5147058823529412,0.5692307692307692,0.5588235294117647,0.5873015873015873,0.5396825396825397,0.47826086956521746,0.49350649350649345,0.5281690140845071,0.5085227272727272,0.5300353356890459,0.75,0.8571428571428571,0.7,0.625,0.8,1.0,0.8888888888888888,0.8888888888888888,0.5714285714285714,1.0,0.4444444444444444,0.2,0.375,0.4166666666666667,0.4666666666666667,0.375,0.4666666666666667,0.4,0.3333333333333333,0.38095238095238093,0.11320754716981132,0.1320754716981132,0.09433962264150944,0.1509433962264151,0.09433962264150944,0.04716981132075472,0.08490566037735849,0.08490566037735849,0.1320754716981132,0.0660377358490566,0.1276595744680851,0.10638297872340426,0.11347517730496454,0.0851063829787234,0.10638297872340426,0.05673758865248227,0.10638297872340426,0.10638297872340426,0.0425531914893617,0.14893617021276595,56.0,26.0,24.0,53.0,33.0,55.0,20.0,28.0,22.0,12.0,10.0,8.0,37.0,82.0,55.0,137.0,27.0,32.0,30.0,17.0,22.0,18.0,101.0,106.0,141.0,9.0,12.0,7.0,10.0,8.0,5.0,8.0,8.0,8.0,7.0,8.0,3.0,6.0,5.0,7.0,3.0,7.0,6.0,2.0,8.0,12.0,14.0,10.0,16.0,10.0,5.0,9.0,9.0,14.0,7.0,18.0,15.0,16.0,12.0,15.0,8.0,15.0,15.0,6.0,21.0
嚇到吃手手,128.0,0.4765625,0.5146164056069716,0.5052350427350427,0.6363636363636364,0.20454545454545456,0.1590909090909091,0.8409090909090909,0.5119047619047619,0.20238095238095238,0.2857142857142857,0.4880952380952381,0.8461538461538461,0.875,0.8333333333333334,0.8181818181818182,0.3,0.19047619047619047,0.32075471698113206,0.1015625,0.0625,0.09375,0.0859375,0.078125,0.1640625,0.4140625,0.34375,0.65625,0.41935483870967744,0.4705882352941177,0.5,0.5,0.5277777777777779,0.4358974358974359,0.4857142857142857,0.26666666666666666,0.36363636363636365,0.3191489361702127,0.40963855421686746,0.48502994011976047,0.3757225433526012,1.0,1.0,1.0,1.0,0.8888888888888888,0.6666666666666666,1.0,0.6666666666666666,0.8,0.75,0.3333333333333333,0.4,0.375,0.4,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.23076923076923078,0.045454545454545456,0.045454545454545456,0.06818181818181818,0.06818181818181818,0.20454545454545456,0.13636363636363635,0.09090909090909091,0.13636363636363635,0.11363636363636363,0.09090909090909091,0.10714285714285714,0.11904761904761904,0.09523809523809523,0.11904761904761904,0.07142857142857142,0.10714285714285714,0.10714285714285714,0.07142857142857142,0.047619047619047616,0.15476190476190477,28.0,9.0,7.0,43.0,17.0,24.0,11.0,7.0,10.0,9.0,3.0,4.0,17.0,37.0,24.0,61.0,13.0,8.0,12.0,11.0,10.0,21.0,53.0,44.0,84.0,2.0,2.0,3.0,3.0,8.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,1.0,3.0,3.0,0.0,0.0,3.0,2.0,2.0,3.0,3.0,9.0,6.0,4.0,6.0,5.0,4.0,9.0,10.0,8.0,10.0,6.0,9.0,9.0,6.0,4.0,13.0
ALAN,95.0,0.5052631578947369,0.5096747967479676,0.4797727272727273,0.45,0.2,0.35,0.65,0.4,0.2,0.4,0.6000000000000001,0.9,0.5833333333333334,0.4,0.75,0.42857142857142855,0.5714285714285714,0.36585365853658536,0.10526315789473684,0.12631578947368421,0.10526315789473684,0.08421052631578947,0.07368421052631578,0.07368421052631578,0.43157894736842106,0.42105263157894735,0.5789473684210527,0.5384615384615384,0.4358974358974359,0.3333333333333333,0.1739130434782609,0.5909090909090908,0.65625,0.6842105263157894,0.4736842105263159,0.125,0.642857142857143,0.62,0.4198473282442748,0.5526315789473684,1.0,0.3333333333333333,0.6666666666666666,0.5,1.0,0.75,1.0,0.6,0.2,0.75,0.5,0.45454545454545453,0.2,0.0,0.25,0.625,0.6,0.3333333333333333,0.0,0.5,0.025,0.075,0.075,0.1,0.125,0.1,0.05,0.125,0.125,0.2,0.14545454545454545,0.2,0.09090909090909091,0.09090909090909091,0.07272727272727272,0.14545454545454545,0.09090909090909091,0.05454545454545454,0.03636363636363636,0.07272727272727272,18.0,8.0,14.0,22.0,11.0,22.0,9.0,7.0,4.0,6.0,3.0,4.0,15.0,26.0,22.0,48.0,10.0,12.0,10.0,8.0,7.0,7.0,41.0,40.0,55.0,1.0,1.0,2.0,2.0,5.0,3.0,2.0,3.0,1.0,6.0,4.0,5.0,1.0,0.0,1.0,5.0,3.0,1.0,0.0,2.0,1.0,3.0,3.0,4.0,5.0,4.0,2.0,5.0,5.0,8.0,8.0,11.0,5.0,5.0,4.0,8.0,5.0,3.0,2.0,4.0
DEAN,411.0,0.49148418491484186,0.5012670268710055,0.4971255650438313,0.4394904458598726,0.24203821656050956,0.3184713375796178,0.6815286624203822,0.4094488188976378,0.21653543307086615,0.37401574803149606,0.5905511811023623,0.7027027027027027,0.7407407407407407,0.675,0.6415094339622641,0.3541666666666667,0.3333333333333333,0.391304347826087,0.09002433090024331,0.06569343065693431,0.09732360097323602,0.12895377128953772,0.11678832116788321,0.10948905109489052,0.39172749391727496,0.3819951338199513,0.6180048661800487,0.4528301886792453,0.4090909090909091,0.4444444444444444,0.3888888888888889,0.5631067961165048,0.446969696969697,0.4318181818181818,0.5245901639344263,0.547945205479452,0.4537037037037038,0.5071090047393364,0.45027124773960214,0.47801147227533464,0.5294117647058824,0.5625,0.5555555555555556,0.6,0.7857142857142857,0.6190476190476191,0.5,0.8947368421052632,1.0,0.7777777777777778,0.4166666666666667,0.34615384615384615,0.4,0.3076923076923077,0.48,0.36666666666666664,0.4166666666666667,0.35714285714285715,0.35294117647058826,0.2916666666666667,0.10828025477707007,0.10191082802547771,0.11464968152866242,0.09554140127388536,0.08917197452229299,0.1337579617834395,0.050955414012738856,0.12101910828025478,0.07006369426751592,0.11464968152866242,0.09448818897637795,0.10236220472440945,0.11811023622047244,0.10236220472440945,0.0984251968503937,0.11811023622047244,0.09448818897637795,0.11023622047244094,0.06692913385826772,0.09448818897637795,69.0,38.0,50.0,104.0,55.0,95.0,26.0,20.0,27.0,34.0,17.0,15.0,63.0,107.0,95.0,202.0,37.0,27.0,40.0,53.0,48.0,45.0,161.0,157.0,254.0,9.0,9.0,10.0,9.0,11.0,13.0,4.0,17.0,11.0,14.0,10.0,9.0,12.0,8.0,12.0,11.0,10.0,10.0,6.0,7.0,17.0,16.0,18.0,15.0,14.0,21.0,8.0,19.0,11.0,18.0,24.0,26.0,30.0,26.0,25.0,30.0,24.0,28.0,17.0,24.0
DAL,83.0,0.5301204819277109,0.498311276537083,0.5244761904761905,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.7777777777777777,0.46808510638297873,0.19148936170212766,0.3404255319148936,0.5319148936170213,0.7777777777777778,0.75,0.9230769230769231,0.5,0.625,0.375,0.25806451612903225,0.10843373493975904,0.0963855421686747,0.1566265060240964,0.07228915662650602,0.0963855421686747,0.0963855421686747,0.37349397590361444,0.43373493975903615,0.5662650602409639,0.20588235294117646,0.41379310344827586,0.38095238095238093,0.7142857142857143,0.42857142857142866,0.6875,0.37500000000000006,0.4000000000000001,0.8947368421052632,0.5714285714285715,0.5238095238095238,0.40336134453781525,0.5957446808510639,1.0,0.75,0.3333333333333333,1.0,0.75,0.8,0.6,1.0,0.8,1.0,0.1,0.2857142857142857,0.4,0.6,0.0,0.5,0.0,0.0,1.0,0.5,0.05555555555555555,0.1111111111111111,0.08333333333333333,0.08333333333333333,0.1111111111111111,0.1388888888888889,0.1388888888888889,0.08333333333333333,0.1388888888888889,0.05555555555555555,0.2127659574468085,0.14893617021276595,0.10638297872340426,0.10638297872340426,0.0425531914893617,0.0425531914893617,0.0425531914893617,0.06382978723404255,0.06382978723404255,0.1702127659574468,12.0,16.0,8.0,22.0,9.0,16.0,7.0,6.0,12.0,3.0,5.0,3.0,8.0,28.0,16.0,44.0,9.0,8.0,13.0,6.0,8.0,8.0,31.0,36.0,47.0,2.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,1.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,5.0,5.0,3.0,5.0,2.0,10.0,7.0,5.0,5.0,2.0,2.0,2.0,3.0,3.0,8.0
LORI,324.0,0.5030864197530864,0.4905579967763719,0.49466205638187066,0.43356643356643354,0.24475524475524477,0.32167832167832167,0.6783216783216783,0.40331491712707185,0.23204419889502761,0.36464088397790057,0.5966850828729282,0.717948717948718,0.6388888888888888,0.7,0.6578947368421053,0.3225806451612903,0.39285714285714285,0.36885245901639346,0.12037037037037036,0.1111111111111111,0.09259259259259259,0.11728395061728394,0.09567901234567901,0.08641975308641975,0.3765432098765432,0.44135802469135804,0.558641975308642,0.4395604395604395,0.48780487804878053,0.4000000000000001,0.45833333333333337,0.6266666666666667,0.4464285714285714,0.4714285714285715,0.48039215686274517,0.49315068493150693,0.44680851063829796,0.5266272189349113,0.4769585253456222,0.46835443037974683,0.47058823529411764,0.5714285714285714,0.8,0.5833333333333334,0.7222222222222222,0.7142857142857143,0.8571428571428571,0.7333333333333333,0.6,0.8181818181818182,0.42105263157894735,0.4444444444444444,0.2,0.4166666666666667,0.5384615384615384,0.35714285714285715,0.21428571428571427,0.375,0.36363636363636365,0.3333333333333333,0.11888111888111888,0.0979020979020979,0.1048951048951049,0.08391608391608392,0.1258741258741259,0.04895104895104895,0.0979020979020979,0.1048951048951049,0.13986013986013987,0.07692307692307693,0.10497237569060773,0.09944751381215469,0.11049723756906077,0.13259668508287292,0.0718232044198895,0.07734806629834254,0.07734806629834254,0.13259668508287292,0.06077348066298342,0.13259668508287292,62.0,35.0,46.0,73.0,42.0,66.0,28.0,23.0,21.0,25.0,10.0,11.0,45.0,97.0,66.0,163.0,39.0,36.0,30.0,38.0,31.0,28.0,122.0,143.0,181.0,8.0,8.0,12.0,7.0,13.0,5.0,12.0,11.0,12.0,9.0,8.0,8.0,4.0,10.0,7.0,5.0,3.0,9.0,4.0,8.0,17.0,14.0,15.0,12.0,18.0,7.0,14.0,15.0,20.0,11.0,19.0,18.0,20.0,24.0,13.0,14.0,14.0,24.0,11.0,24.0
轆,417.0,0.5035971223021583,0.4845329058882185,0.4925306576914777,0.48044692737430167,0.27932960893854747,0.24022346368715083,0.7597765363128491,0.453781512605042,0.23529411764705882,0.31092436974789917,0.546218487394958,0.851063829787234,0.8,0.7045454545454546,0.6578947368421053,0.08823529411764706,0.3333333333333333,0.3525641025641026,0.11270983213429256,0.11990407673860912,0.10551558752997602,0.09112709832134293,0.0815347721822542,0.11510791366906475,0.37410071942446044,0.4292565947242206,0.5707434052757794,0.5454545454545455,0.45882352941176474,0.4690265486725664,0.4310344827586207,0.4183673469387754,0.5517241379310345,0.3826086956521739,0.5,0.4848484848484849,0.3893805309734513,0.4028436018957346,0.4637964774951077,0.4581105169340463,0.8333333333333334,0.7058823529411765,0.8421052631578947,0.6842105263157895,0.8125,0.6,0.7142857142857143,0.75,0.8095238095238095,0.8125,0.38095238095238093,0.29411764705882354,0.28,0.3076923076923077,0.22727272727272727,0.5263157894736842,0.27586206896551724,0.3181818181818182,0.3333333333333333,0.2222222222222222,0.1005586592178771,0.09497206703910614,0.10614525139664804,0.10614525139664804,0.0893854748603352,0.08379888268156424,0.0782122905027933,0.1340782122905028,0.11731843575418995,0.0893854748603352,0.08823529411764706,0.07142857142857142,0.10504201680672269,0.1092436974789916,0.09243697478991597,0.07983193277310924,0.12184873949579832,0.09243697478991597,0.12605042016806722,0.1134453781512605,86.0,50.0,43.0,108.0,56.0,74.0,40.0,40.0,31.0,25.0,3.0,16.0,55.0,136.0,74.0,210.0,47.0,50.0,44.0,38.0,34.0,48.0,156.0,179.0,238.0,15.0,12.0,16.0,13.0,13.0,9.0,10.0,18.0,17.0,13.0,8.0,5.0,7.0,8.0,5.0,10.0,8.0,7.0,10.0,6.0,18.0,17.0,19.0,19.0,16.0,15.0,14.0,24.0,21.0,16.0,21.0,17.0,25.0,26.0,22.0,19.0,29.0,22.0,30.0,27.0
