		46.2%	46.2%	46.2%	45.8%	23.5%	30.7%	69.3%	45.9%	23.3%	30.8%	54%	69%	69%	69%	69%	31%	31%	31%	10%	10%	10%	10%	10%	10%	40%	40%	60%	42%	40%	40%	43%	48%	43%	40%	43%	44%	45%	47%	42%	43%	69%	66%	65%	69%	75%	70%	66%	69%	69%	74%	30%	28%	28%	31%	35%	31%	29%	31%	31%	34%	10%	10%	10%	10%	10%	10%	9%	10%	10%	9%	10%	10%	10%	10%	10%	10%	10%	10%	10%	10%																																																																	
player	總場次	勝率	角色理論	位置理論	紅方三紅	紅方梅死	紅方梅活	紅勝	藍方三紅	藍方梅死	藍方梅活	三藍	刺	娜	德	奧	派	梅	忠	刺	娜	德	奧	派	梅	忠	紅角率	藍角率	1勝	2勝	3勝	4勝	5勝	6勝	7勝	8勝	9勝	0勝	雙尾派	1-5勝	6-0勝	1紅勝	2紅勝	3紅勝	4紅勝	5紅勝	6紅勝	7紅勝	8紅勝	9紅勝	0紅勝	1藍勝	2藍勝	3藍勝	4藍勝	5藍勝	6藍勝	7藍勝	8藍勝	9藍勝	0藍勝	1紅	2紅	3紅	4紅	5紅	6紅	7紅	8紅	9紅	0紅	1藍	2藍	3藍	4藍	5藍	6藍	7藍	8藍	9藍	0藍	三紅	三藍死	三藍活	三紅	三藍死	三藍活	刺	娜	德	奧	派	梅	忠	紅勝	藍勝	總勝	刺	娜	德	奧	派	梅	忠	紅場	藍場	1紅勝	2紅勝	3紅勝	4紅勝	5紅勝	6紅勝	7紅勝	8紅勝	9紅勝	0紅勝	1藍勝	2藍勝	3藍勝	4藍勝	5藍勝	6藍勝	7藍勝	8藍勝	9藍勝	0藍勝	1紅	2紅	3紅	4紅	5紅	6紅	7紅	8紅	9紅	0紅	1藍	2藍	3藍	4藍	5藍	6藍	7藍	8藍	9藍	0藍
布冬	211	43.6%	44.6%	45.1%	51.8%	18.1%	30.1%	69.9%	46.1%	27.3%	26.6%	54%	68%	75%	79%	63%	16%	33%	28%	10%	9%	7%	13%	12%	10%	39%	39%	61%	48%	59%	58%	22%	47%	27%	43%	34%	18%	49%	48%	45%	34%	64%	100%	80%	55%	100%	50%	71%	50%	67%	82%	40%	40%	50%	7%	31%	19%	30%	25%	0%	31%	13%	8%	6%	13%	8%	10%	8%	12%	7%	13%	12%	8%	8%	12%	13%	13%	8%	9%	9%	10%	43	15	25	59	35	34	15	15	11	17	4	7	23	58	34	92	22	20	14	27	25	21	82	83	128	7	7	4	6	7	4	5	5	4	9	6	4	5	1	5	3	3	3	0	4	11	7	5	11	7	8	7	10	6	11	15	10	10	15	16	16	10	12	11	13
開司	152	38.8%	40.5%	40.8%	41.5%	24.5%	34.0%	66.0%	55.6%	20.2%	24.2%	44%	67%	79%	50%	69%	18%	40%	21%	6%	9%	9%	11%	7%	13%	45%	35%	65%	49%	41%	26%	19%	47%	29%	29%	43%	35%	30%	36%	38%	33%	83%	86%	67%	43%	75%	75%	60%	50%	67%	67%	33%	27%	14%	0%	38%	18%	14%	38%	25%	25%	11%	13%	6%	13%	8%	8%	9%	15%	11%	6%	9%	15%	7%	6%	8%	11%	7%	8%	12%	16%	22	13	18	55	20	24	6	11	7	11	2	8	14	35	24	59	9	14	14	16	11	20	68	53	99	5	6	2	3	3	3	3	4	4	2	3	4	1	0	3	2	1	3	3	4	6	7	3	7	4	4	5	8	6	3	9	15	7	6	8	11	7	8	12	16
小背包	152	45.4%	45.4%	43.9%	46.8%	27.4%	25.8%	74.2%	50.0%	24.4%	25.6%	50%	80%	73%	65%	80%	12%	13%	33%	10%	10%	11%	10%	11%	10%	38%	41%	59%	32%	60%	44%	39%	15%	60%	39%	30%	47%	42%	33%	38%	44%	75%	100%	89%	67%	50%	83%	78%	20%	78%	86%	20%	33%	27%	25%	0%	50%	18%	33%	17%	25%	6%	5%	15%	10%	6%	10%	15%	8%	15%	11%	11%	3%	17%	9%	7%	11%	12%	10%	7%	13%	29	17	16	45	22	23	12	11	11	12	2	2	19	46	23	69	15	15	17	15	17	15	58	62	90	3	3	8	4	2	5	7	1	7	6	2	1	4	2	0	5	2	3	1	3	4	3	9	6	4	6	9	5	9	7	10	3	15	8	6	10	11	9	6	12
RAY	146	47.3%	48.4%	47.9%	41.7%	20.8%	37.5%	62.5%	37.8%	22.4%	39.8%	62%	69%	45%	64%	69%	20%	40%	44%	9%	8%	8%	9%	10%	10%	47%	33%	67%	29%	44%	38%	46%	20%	50%	58%	51%	55%	50%	41%	37%	54%	50%	60%	56%	50%		50%	71%	63%	100%	50%	20%	38%	31%	44%	20%	50%	54%	44%	40%	50%	13%	10%	19%	8%	0%	4%	15%	17%	10%	4%	10%	8%	16%	9%	5%	8%	13%	9%	10%	10%	20	10	18	37	22	39	9	5	7	9	3	6	30	30	39	69	13	11	11	13	15	15	68	48	98	3	3	5	2	0	1	5	5	5	1	2	3	5	4	1	4	7	4	4	5	6	5	9	4	0	2	7	8	5	2	10	8	16	9	5	8	13	9	10	10
夆	140	40.0%	44.0%	41.0%	44.7%	25.5%	29.8%	70.2%	50.5%	24.7%	24.7%	49%	69%	78%	75%	65%	36%	17%	25%	9%	6%	6%	12%	8%	13%	46%	34%	66%	35%	48%	36%	50%	48%	19%	19%	66%	33%	30%	35%	43%	32%	80%	83%	0%	50%	100%	33%	50%	100%	33%	80%	20%	29%	43%	50%	29%	17%	15%	20%	33%	21%	11%	13%	4%	9%	9%	6%	4%	21%	13%	11%	11%	8%	8%	4%	8%	13%	14%	5%	10%	20%	21	12	14	47	23	23	9	7	6	11	4	3	16	33	23	56	13	9	8	17	11	18	64	47	93	4	5	0	2	4	1	1	10	2	4	2	2	3	2	2	2	2	1	3	4	5	6	2	4	4	3	2	10	6	5	10	7	7	4	7	12	13	5	9	19
EMMA	136	47.1%	45.8%	48.3%	54.5%	20.0%	25.5%	74.5%	44.4%	27.2%	28.4%	56%	50%	77%	83%	79%	40%	9%	30%	7%	10%	13%	10%	7%	8%	44%	40%	60%	45%	33%	33%	35%	55%	31%	43%	45%	75%	38%	46%	40%	45%	100%	63%	33%	75%	80%	100%	57%	89%	75%	75%	33%	18%	33%	17%	43%	11%	38%	13%	75%	25%	5%	15%	5%	7%	9%	7%	13%	16%	15%	7%	11%	14%	7%	7%	9%	11%	16%	10%	5%	10%	30	11	14	36	22	23	5	10	15	11	4	1	18	41	23	64	10	13	18	14	10	11	60	55	81	3	5	1	3	4	4	4	8	6	3	3	2	2	1	3	1	5	1	3	2	3	8	3	4	5	4	7	9	8	4	9	11	6	6	7	9	13	8	4	8
SBEAR	135	43.0%	43.9%	40.0%	41.8%	23.6%	34.5%	65.5%	56.3%	16.3%	27.5%	44%	80%	69%	47%	77%	27%	27%	28%	7%	10%	14%	10%	11%	8%	40%	41%	59%	42%	23%	51%	36%	23%	23%	32%	55%	20%	64%	50%	35%	43%	100%	38%	86%	50%	40%	33%	50%	78%	50%	100%	14%	13%	29%	33%	14%	17%	29%	38%	11%	53%	9%	15%	13%	4%	9%	11%	4%	16%	7%	13%	9%	10%	9%	8%	9%	8%	9%	10%	11%	19%	23	13	19	45	13	22	8	9	9	10	4	3	15	36	22	58	10	13	19	13	15	11	54	55	80	5	3	6	1	2	2	1	7	2	7	1	1	2	2	1	1	2	3	1	8	5	8	7	2	5	6	2	9	4	7	7	8	7	6	7	6	7	8	9	15
嚇到吃手手	128	47.7%	51.5%	50.5%	63.6%	20.5%	15.9%	84.1%	51.2%	20.2%	28.6%	49%	85%	88%	83%	82%	30%	19%	32%	10%	6%	9%	9%	8%	16%	41%	34%	66%	42%	47%	50%	50%	53%	44%	49%	27%	36%	32%	41%	49%	38%	100%	100%	100%	100%	89%	67%	100%	67%	80%	75%	33%	40%	38%	40%	17%	33%	33%	0%	0%	23%	5%	5%	7%	7%	20%	14%	9%	14%	11%	9%	11%	12%	10%	12%	7%	11%	11%	7%	5%	15%	28	9	7	43	17	24	11	7	10	9	3	4	17	37	24	61	13	8	12	11	10	21	53	44	84	2	2	3	3	8	4	4	4	4	3	3	4	3	4	1	3	3	0	0	3	2	2	3	3	9	6	4	6	5	4	9	10	8	10	6	9	9	6	4	13
FANCY	127	47.2%	47.4%	45.9%	62.3%	13.2%	24.5%	75.5%	51.4%	21.6%	27.0%	49%	71%	65%	73%	100%	45%	20%	25%	11%	13%	9%	9%	9%	12%	38%	42%	58%	39%	54%	69%	29%	58%	35%	26%	21%	36%	56%	57%	49%	36%	75%	71%	90%	60%	80%	60%	67%	100%	50%	83%	20%	43%	40%	14%	33%	27%	18%	0%	33%	44%	15%	13%	19%	9%	9%	9%	6%	4%	4%	11%	14%	9%	7%	9%	4%	15%	15%	7%	8%	12%	33	7	13	38	16	20	10	11	8	11	5	3	12	40	20	60	14	17	11	11	11	15	48	53	74	6	5	9	3	4	3	2	2	1	5	2	3	2	1	1	3	2	0	2	4	8	7	10	5	5	5	3	2	2	6	10	7	5	7	3	11	11	5	6	9
FOX	109	45.0%	46.9%	45.1%	50.0%	17.5%	32.5%	67.5%	40.6%	27.5%	31.9%	59%	56%	71%	90%	57%	29%	29%	34%	15%	6%	9%	6%	13%	13%	38%	37%	63%	56%	30%	43%	65%	36%	40%	38%	36%	0%	32%	34%	49%	32%	100%	67%	56%	80%	50%	100%	60%	100%	0%	100%	38%	22%	25%	62%	33%	33%	22%	25%	0%	17%	13%	8%	23%	13%	5%	3%	25%	3%	5%	5%	12%	13%	6%	19%	9%	9%	13%	6%	6%	9%	20	7	13	28	19	22	9	5	9	4	4	4	14	27	22	49	16	7	10	7	14	14	41	40	69	5	2	5	4	1	1	6	1	0	2	3	2	1	8	2	2	2	1	0	1	5	3	9	5	2	1	10	1	2	2	8	9	4	13	6	6	9	4	4	6
小向	107	40.2%	38.8%	38.0%	31.8%	29.5%	38.6%	61.4%	38.1%	36.5%	25.4%	62%	60%	50%	75%	56%	26%	33%	22%	14%	7%	11%	8%	18%	11%	30%	41%	59%	15%	0%	7%	28%	70%	54%	50%	46%	51%	31%	50%	25%	46%	50%	0%	25%	33%	83%	57%	100%	71%	75%	75%	0%	0%	0%	25%	60%	50%	25%	33%	45%	14%	9%	5%	9%	7%	14%	16%	7%	16%	9%	9%	10%	10%	11%	6%	8%	6%	6%	14%	17%	11%	14	13	17	24	23	16	9	4	9	5	5	4	7	27	16	43	15	8	12	9	19	12	32	44	63	2	0	1	1	5	4	3	5	3	3	0	0	0	1	3	2	1	3	5	1	4	2	4	3	6	7	3	7	4	4	6	6	7	4	5	4	4	9	11	7
K810	105	41.9%	41.2%	39.7%	40.5%	26.2%	33.3%	66.7%	55.6%	19.0%	25.4%	44%	50%	63%	73%	78%	10%	11%	32%	10%	8%	14%	9%	10%	9%	42%	40%	60%	20%	73%	32%	43%	41%	52%	47%	27%	24%	37%	39%	38%	38%	20%	100%	40%	100%	80%	100%	86%	0%	50%	80%	20%	0%	25%	20%	25%	44%	17%	33%	14%	25%	12%	10%	12%	7%	12%	5%	17%	5%	10%	12%	8%	2%	6%	8%	13%	14%	10%	10%	11%	19%	17	11	14	35	12	16	5	5	11	7	1	1	14	28	16	44	10	8	15	9	10	9	44	42	63	1	4	2	3	4	2	6	0	2	4	1	0	1	1	2	4	1	2	1	3	5	4	5	3	5	2	7	2	4	5	5	1	4	5	8	9	6	6	7	12
YUMI	103	45.6%	45.4%	47.2%	37.8%	13.3%	48.9%	51.1%	34.5%	24.1%	41.4%	66%	40%	67%	57%	38%	54%	17%	45%	15%	15%	7%	8%	13%	12%	32%	44%	56%	38%	41%	50%	70%	39%	44%	46%	46%	38%	51%	46%	44%	45%	40%	0%	100%	100%	50%	100%	43%	50%	40%	43%	38%	50%	33%	50%	25%	25%	50%	44%	38%	57%	11%	4%	7%	4%	18%	4%	16%	9%	11%	16%	14%	10%	10%	3%	7%	7%	7%	16%	14%	12%	17	6	22	20	14	24	6	10	4	3	7	2	15	23	24	47	15	15	7	8	13	12	33	45	58	2	0	3	2	4	2	3	2	2	3	3	3	2	1	1	1	2	4	3	4	5	2	3	2	8	2	7	4	5	7	8	6	6	2	4	4	4	9	8	7
阿寶	95	40.0%	37.9%	36.9%	48.8%	20.9%	30.2%	69.8%	67.3%	17.3%	15.4%	33%	78%	64%	64%	78%	11%	9%	19%	9%	12%	15%	9%	9%	12%	34%	45%	55%	31%	45%	40%	40%	59%	20%	39%	0%	41%	29%	48%	42%	27%	44%	100%		100%	83%	50%	67%	0%	88%	100%	22%	0%	40%	0%	40%	0%	25%	0%	0%	20%	21%	12%	0%	9%	14%	9%	7%	7%	19%	2%	17%	8%	10%	8%	10%	8%	8%	12%	12%	10%	21	9	13	35	9	8	7	7	9	7	1	1	6	30	8	38	9	11	14	9	9	11	32	43	52	4	5	0	4	5	2	2	0	7	1	2	0	2	0	2	0	1	0	0	1	9	5	0	4	6	4	3	3	8	1	9	4	5	4	5	4	4	6	6	5
ALAN	95	50.5%	51.0%	48.0%	45.0%	20.0%	35.0%	65.0%	40.0%	20.0%	40.0%	60%	90%	58%	40%	75%	43%	57%	37%	11%	13%	11%	8%	7%	7%	43%	42%	58%	54%	44%	33%	17%	59%	66%	68%	47%	13%	64%	62%	42%	55%	100%	33%	67%	50%	100%	75%	100%	60%	20%	75%	50%	45%	20%	0%	25%	63%	60%	33%	0%	50%	3%	8%	8%	10%	13%	10%	5%	13%	13%	20%	15%	20%	9%	9%	7%	15%	9%	5%	4%	7%	18	8	14	22	11	22	9	7	4	6	3	4	15	26	22	48	10	12	10	8	7	7	41	40	55	1	1	2	2	5	3	2	3	1	6	4	5	1	0	1	5	3	1	0	2	1	3	3	4	5	4	2	5	5	8	8	11	5	5	4	8	5	3	2	4
DAL	83	53.0%	49.8%	52.4%	33.3%	44.4%	22.2%	77.8%	46.8%	19.1%	34.0%	53%	78%	75%	92%	50%	63%	38%	26%	11%	10%	16%	7%	10%	10%	37%	43%	57%	21%	41%	38%	71%	43%	69%	38%	40%	89%	57%	52%	40%	60%	100%	75%	33%	100%	75%	80%	60%	100%	80%	100%	10%	29%	40%	60%	0%	50%	0%	0%	100%	50%	6%	11%	8%	8%	11%	14%	14%	8%	14%	6%	21%	15%	11%	11%	4%	4%	4%	6%	6%	17%	12	16	8	22	9	16	7	6	12	3	5	3	8	28	16	44	9	8	13	6	8	8	31	36	47	2	3	1	3	3	4	3	3	4	2	1	2	2	3	0	1	0	0	3	4	2	4	3	3	4	5	5	3	5	2	10	7	5	5	2	2	2	3	3	8
爾勵	82	50.0%	51.1%	56.8%	43.5%	26.1%	30.4%	69.6%	33.9%	23.7%	42.4%	66%	75%	78%	67%	33%	33%	36%	47%	10%	11%	4%	4%	15%	13%	44%	28%	72%	36%	77%	73%	14%	57%	37%	19%	76%	59%	40%	52%	52%	45%	80%	100%	33%	100%	100%	50%	33%	100%	100%		0%	67%	100%	0%	55%	33%	14%	71%	50%	40%	22%	9%	13%	4%	4%	17%	13%	9%	9%	0%	7%	5%	5%	7%	19%	15%	12%	12%	10%	8%	10	6	7	20	14	25	6	7	2	1	4	4	17	16	25	41	8	9	3	3	12	11	36	23	59	4	2	1	1	1	2	1	2	2	0	0	2	3	0	6	3	1	5	3	2	5	2	3	1	1	4	3	2	2	0	4	3	3	4	11	9	7	7	6	5
毛爸	79	46.8%	45.5%	41.3%	48.4%	19.4%	32.3%	67.7%	41.7%	25.0%	33.3%	58%	33%	64%	73%	83%	14%	31%	39%	4%	14%	14%	8%	9%	16%	35%	39%	61%	0%	60%	22%	52%	63%	48%	44%	62%	28%	0%	45%	45%	42%	0%	75%	67%	78%	100%	67%	50%	67%	33%		0%	50%	0%	20%	50%	43%	43%	60%	25%	0%	3%	13%	10%	29%	10%	10%	6%	10%	10%	0%	6%	8%	8%	10%	13%	15%	15%	10%	8%	6%	15	6	10	20	12	16	1	7	8	5	1	4	11	21	16	37	3	11	11	6	7	13	28	31	48	0	3	2	7	3	2	1	2	1	0	0	2	0	1	3	3	3	3	1	0	1	4	3	9	3	3	2	3	3	0	3	4	4	5	6	7	7	5	4	3
SIRIUS	76	39.5%	39.5%	40.2%	50.0%	15.6%	34.4%	65.6%	59.1%	20.5%	20.5%	41%	88%	67%	44%	67%	14%	40%	19%	11%	8%	12%	12%	9%	7%	42%	42%	58%	79%	68%	24%	23%	10%	41%	31%	0%	61%	15%	13%	38%	33%	100%	63%	50%	50%	100%	50%	100%	0%	100%	0%	50%	100%	0%	17%	0%	38%	0%	0%	40%	17%	13%	25%	13%	6%	3%	13%	6%	6%	13%	3%	5%	2%	7%	14%	14%	18%	7%	9%	11%	14%	16	5	11	26	9	9	7	4	4	6	1	2	6	21	9	30	8	6	9	9	7	5	32	32	44	4	5	2	1	1	2	2	0	4	0	1	1	0	1	0	3	0	0	2	1	4	8	4	2	1	4	2	2	4	1	2	1	3	6	6	8	3	4	5	6
冰雪塵	70	40.0%	38.4%	37.2%	31.0%	37.9%	31.0%	69.0%	61.0%	19.5%	19.5%	39%	75%	50%	75%	64%	0%	13%	27%	11%	3%	11%	16%	10%	11%	37%	41%	59%	44%	46%	71%	40%	35%	30%	36%	25%	0%	29%	32%	46%	24%	100%	75%	71%	100%	0%	50%	100%	100%	0%	67%	25%	33%		0%	40%	20%	25%	0%	0%	17%	7%	14%	24%	14%	3%	14%	3%	3%	7%	10%	10%	15%	0%	10%	12%	12%	10%	5%	12%	15%	9	11	9	25	8	8	6	1	6	7	0	1	7	20	8	28	8	2	8	11	7	8	26	29	41	2	3	5	4	0	2	1	1	0	2	1	2	0	0	2	1	1	0	0	1	2	4	7	4	1	4	1	1	2	3	4	6	0	4	5	5	4	2	5	6
奈奈	60	43.3%	45.6%	48.9%	45.0%	20.0%	35.0%	65.0%	42.5%	25.0%	32.5%	58%	67%	50%	80%	67%	25%	40%	32%	5%	10%	8%	10%	13%	17%	37%	33%	67%	42%	14%	31%	55%	75%	43%	52%	53%	33%	0%	38%	41%	40%	33%		100%	100%	100%	100%	0%	75%			50%	14%	0%	50%	50%	20%	80%	33%	33%	0%	15%	0%	10%	5%	15%	15%	20%	20%	0%	0%	5%	18%	8%	15%	5%	13%	13%	8%	8%	10%	9	4	7	17	10	13	2	3	4	4	2	4	7	13	13	26	3	6	5	6	8	10	22	20	40	1	0	2	1	3	3	0	3	0	0	1	1	0	3	1	1	4	1	1	0	3	0	2	1	3	3	4	4	0	0	2	7	3	6	2	5	5	3	3	4
W	55	43.6%	36.3%	41.5%	32.1%	28.6%	39.3%	60.7%	55.6%	18.5%	25.9%	44%	20%	40%	89%	67%	0%	33%	29%	9%	9%	16%	16%	5%	5%	38%	51%	49%	77%	22%	45%	17%	30%	44%	18%	62%	63%	43%	38%	37%	45%	100%	50%	75%	33%	0%	67%	100%	50%	100%	75%	67%	0%	25%	0%	50%	0%	0%	67%	50%	0%	7%	21%	14%	11%	7%	11%	4%	7%	4%	14%	11%	19%	15%	7%	7%	4%	11%	11%	7%	7%	9	8	11	15	5	7	1	2	8	6	0	1	6	17	7	24	5	5	9	9	3	3	21	28	27	2	3	3	1	0	2	1	1	1	3	2	0	1	0	1	0	0	2	1	0	2	6	4	3	2	3	1	2	1	4	3	5	4	2	2	1	3	3	2	2
亞可	51	35.3%	43.6%	39.6%	37.5%	37.5%	25.0%	75.0%	42.9%	40.0%	17.1%	57%	67%	100%	50%	100%	0%	50%	17%	6%	6%	12%	8%	8%	4%	57%	31%	69%	40%	31%	79%	12%	0%	20%	31%	70%	15%	26%	19%	33%	29%	100%	100%	100%	100%	0%	50%	100%	100%	50%	50%	0%	0%	75%	0%	0%	14%	0%	50%	0%	20%	6%	13%	6%	6%	6%	13%	13%	13%	13%	13%	3%	9%	11%	14%	6%	20%	9%	6%	9%	14%	6	6	4	15	14	6	2	3	3	4	0	1	5	12	6	18	3	3	6	4	4	2	29	16	35	1	2	1	1	0	1	2	2	1	1	0	0	3	0	0	1	0	1	0	1	1	2	1	1	1	2	2	2	2	2	1	3	4	5	2	7	3	2	3	5
婷婷	48	41.7%	46.5%	49.7%	43.8%	18.8%	37.5%	62.5%	50.0%	18.8%	31.3%	50%	50%	60%	50%	71%	100%	17%	29%	4%	10%	4%	15%	4%	13%	50%	33%	67%	60%	0%	47%	89%	78%	0%	14%	28%	38%	31%	50%	59%	23%	0%		100%	67%	67%		100%	33%	50%	100%	100%	0%	40%	100%	100%	0%	0%	25%	33%	0%	6%	0%	6%	19%	19%	0%	6%	19%	13%	13%	3%	9%	16%	13%	3%	13%	13%	13%	9%	9%	7	3	6	16	6	10	1	3	1	5	2	1	7	10	10	20	2	5	2	7	2	6	24	16	32	0	0	1	2	2	0	1	1	1	2	1	0	2	4	1	0	0	1	1	0	1	0	1	3	3	0	1	3	2	2	1	3	5	4	1	4	4	4	3	3
熊	47	42.6%	40.2%	42.8%	30.8%	23.1%	46.2%	53.8%	28.6%	42.9%	28.6%	71%	44%	83%	20%	67%	17%	25%	36%	19%	13%	11%	13%	13%	9%	23%	55%	45%	47%	50%	45%	25%	67%	78%	67%	0%	56%	0%	30%	43%	35%	60%	50%	100%	25%	100%	67%	67%	0%	33%	0%	33%	50%	33%	25%	0%	100%		0%	100%	0%	19%	8%	4%	15%	12%	12%	12%	4%	12%	4%	14%	10%	14%	19%	5%	5%	0%	14%	5%	14%	8	6	12	6	9	6	4	5	1	4	1	1	4	14	6	20	9	6	5	6	6	4	11	26	21	3	1	1	1	3	2	2	0	1	0	1	1	1	1	0	1	0	0	1	0	5	2	1	4	3	3	3	1	3	1	3	2	3	4	1	1	0	3	1	3
叉燒	41	41.5%	38.3%	37.1%	40.0%	20.0%	40.0%	60.0%	47.6%	28.6%	23.8%	52%	63%	50%	75%	50%	25%	20%	25%	20%	10%	10%	10%	10%	12%	29%	49%	51%	62%	40%	55%	31%	0%	44%	67%	0%	40%	31%	20%	40%	35%	50%	100%	75%	50%	0%	67%	33%		100%	100%	67%	0%	0%	25%	0%	0%	100%	0%	0%	0%	10%	5%	20%	10%	10%	15%	15%	0%	5%	10%	14%	5%	5%	19%	5%	5%	10%	19%	5%	14%	8	4	8	10	6	5	5	2	3	2	1	1	3	12	5	17	8	4	4	4	4	5	12	20	21	1	1	3	1	0	2	1	0	1	2	2	0	0	1	0	0	2	0	0	0	2	1	4	2	2	3	3	0	1	2	3	1	1	4	1	1	2	4	1	3
YJ	41	41.5%	41.1%	43.8%	52.9%	23.5%	23.5%	76.5%	50.0%	33.3%	16.7%	50%	67%	75%	67%	100%	50%	22%	8%	15%	10%	7%	10%	5%	22%	32%	41%	59%	47%	20%	17%	31%	100%	20%	75%	0%	100%	50%	73%	37%	35%	100%	50%	33%	100%	100%		100%	0%	100%		0%	0%	0%	0%	100%	20%	50%	0%		50%	24%	12%	18%	12%	6%	0%	18%	6%	6%	0%	13%	8%	8%	13%	4%	21%	8%	17%	0%	8%	9	4	4	12	8	4	4	3	2	4	1	2	1	13	4	17	6	4	3	4	2	9	13	17	24	4	1	1	2	1	0	3	0	1	0	0	0	0	0	1	1	1	0	0	1	4	2	3	2	1	0	3	1	1	0	3	2	2	3	1	5	2	4	0	2
皮皮	40	47.5%	47.9%	42.9%	60.0%	20.0%	20.0%	80.0%	48.0%	24.0%	28.0%	52%	100%	100%	50%	60%	25%	33%	28%	13%	8%	5%	13%	10%	8%	45%	38%	63%	0%	43%	63%	77%	100%	40%	40%	0%	50%	40%	57%	52%	33%	0%		100%	100%	100%	100%	100%	0%	50%	100%	0%	43%	50%	67%		0%	0%	0%	50%	0%	7%	0%	7%	13%	13%	20%	7%	7%	13%	13%	8%	28%	8%	12%	0%	12%	4%	12%	8%	8%	9	3	3	12	6	7	5	3	1	3	1	1	5	12	7	19	5	3	2	5	4	3	18	15	25	0	0	1	2	2	3	1	0	1	2	0	3	1	2	0	0	0	0	1	0	1	0	1	2	2	3	1	1	2	2	2	7	2	3	0	3	1	3	2	2
米奇	39	38.5%	40.4%	44.8%	46.2%	15.4%	38.5%	61.5%	65.4%	7.7%	26.9%	35%	50%	100%	40%	67%	0%	0%	37%	5%	8%	13%	8%	13%	5%	49%	33%	67%	0%	18%	15%	0%	60%	100%	22%	100%	40%	60%	60%	24%	57%	0%	100%	50%		75%	100%	33%		100%		0%	0%	0%	0%	50%	100%	0%	100%	0%	60%	8%	8%	15%	0%	31%	8%	23%	0%	8%	0%	23%	12%	12%	4%	15%	4%	4%	4%	4%	19%	6	2	5	17	2	7	1	3	2	2	0	0	7	8	7	15	2	3	5	3	5	2	19	13	26	0	1	1	0	3	1	1	0	1	0	0	0	0	0	2	1	0	1	0	3	1	1	2	0	4	1	3	0	1	0	6	3	3	1	4	1	1	1	1	5
ERIC	38	44.7%	45.2%	44.5%	36.4%	18.2%	45.5%	54.5%	44.4%	14.8%	40.7%	56%	50%	67%	50%		50%	57%	33%	5%	8%	16%	0%	5%	18%	47%	29%	71%	57%	44%	62%	38%	63%	0%	0%	39%	100%	50%	57%	53%	33%	100%	67%	50%	50%	100%	0%		0%			50%	0%	67%	33%	50%	0%	0%	43%	100%	50%	9%	27%	18%	18%	9%	9%	0%	9%	0%	0%	15%	4%	11%	11%	7%	7%	7%	26%	4%	7%	4	2	5	12	4	11	1	2	3	0	1	4	6	6	11	17	2	3	6	0	2	7	18	11	27	1	2	1	1	1	0	0	0	0	0	2	0	2	1	1	0	0	3	1	1	1	3	2	2	1	1	0	1	0	0	4	1	3	3	2	2	2	7	1	2
C5	38	52.6%	54.8%	52.9%	53.8%	30.8%	15.4%	84.6%	48.0%	16.0%	36.0%	52%	83%	100%	100%	50%	40%	33%	35%	16%	8%	5%	5%	13%	8%	45%	34%	66%	38%	20%	0%	25%	100%	40%	50%	77%	50%	70%	82%	38%	57%	50%	50%			100%			100%		100%	33%	0%	0%	25%	100%	40%	50%	0%	50%	50%	15%	15%	0%	0%	15%	0%	0%	38%	0%	15%	12%	8%	4%	16%	4%	20%	16%	4%	8%	8%	7	4	2	12	4	9	5	3	2	1	2	1	6	11	9	20	6	3	2	2	5	3	17	13	25	1	1	0	0	2	0	0	5	0	2	1	0	0	1	1	2	2	0	1	1	2	2	0	0	2	0	0	5	0	2	3	2	1	4	1	5	4	1	2	2
溫	31	54.8%	50.3%	60.2%	71.4%	21.4%	7.1%	92.9%	47.1%	29.4%	23.5%	53%	83%	100%	100%	100%	25%	50%	11%	19%	13%	6%	6%	13%	13%	29%	45%	55%	100%	40%	100%	18%	36%	0%	100%	67%	33%	100%	50%	44%	55%		100%	100%	100%	100%		100%	67%		100%	100%	0%	100%	0%	25%	0%			33%		0%	21%	7%	7%	7%	0%	21%	21%	0%	14%	6%	18%	6%	18%	24%	12%	0%	0%	18%	0%	10	3	1	8	5	4	5	4	2	2	1	2	1	13	4	17	6	4	2	2	4	4	9	14	17	0	3	1	1	1	0	3	2	0	2	1	0	1	0	1	0	0	0	1	0	0	3	1	1	1	0	3	3	0	2	1	3	1	3	4	2	0	0	3	0
梅粉	30	40.0%	41.4%	39.6%	37.5%	12.5%	50.0%	50.0%	50.0%	13.6%	36.4%	50%	50%	50%	50%	50%	50%	50%	29%	7%	7%	7%	7%	13%	13%	47%	27%	73%	67%	0%	32%	67%	25%		50%	0%	63%	0%	15%	42%	32%	67%		0%		100%				100%	0%	67%	0%	40%	67%	0%		50%	0%	50%	0%	38%	0%	25%	0%	13%	0%	0%	0%	13%	13%	14%	9%	23%	14%	9%	0%	9%	9%	9%	5%	3	1	4	11	3	8	1	1	1	1	2	2	4	4	8	12	2	2	2	2	4	4	14	8	22	2	0	0	0	1	0	0	0	1	0	2	0	2	2	0	0	1	0	1	0	3	0	2	0	1	0	0	0	1	1	3	2	5	3	2	0	2	2	2	1
